41.194771621,29.052350889,red,circle
41.194789257,29.052240741,red,circle
41.194813975,29.052006463,red,circle
41.194824479,29.051887384,red,circle
41.194832365,29.051831525,red,circle
41.194843181,29.051776022,red,circle
41.194857447,29.051717955,red,circle
41.194873284,29.051664152,red,circle
41.19488677,29.051605526,red,circle
41.194896699,29.051552495,red,circle
41.194905649,29.051490512,red,circle
41.194906797,29.051428011,red,circle
41.194900131,29.05137149,red,circle
41.194883369,29.051313934,red,circle
41.194856528,29.051273823,red,circle
41.194822896,29.051240578,red,circle
41.194786407,29.05121115,red,circle
41.194744939,29.051182727,red,circle
41.194705096,29.051159693,red,circle
41.194586759,29.051096824,red,circle
41.19446609,29.051041579,red,circle
41.194427176,29.05102499,red,circle
41.194267162,29.050964567,red,circle
41.194146128,29.050921322,red,circle
41.194063575,29.050886814,red,circle
41.193822347,29.050796714,red,circle
41.193700754,29.050745294,red,circle
41.193661314,29.050730286,red,circle
41.19350037,29.050674007,red,circle
41.193338455,29.050611903,red,circle
41.192958508,29.050485532,red,circle
41.192918301,29.05046974,red,circle
41.19288954,29.050431416,red,circle
41.19287358,29.05038198,red,circle
41.192865208,29.050321895,red,circle
41.192861995,29.050194291,red,circle
41.192865672,29.050139193,red,circle
41.192874309,29.05008383,red,circle
41.192888107,29.050023073,red,circle
41.192905486,29.049971092,red,circle
41.193023961,29.049700923,red,circle
41.193044699,29.049650611,red,circle
41.193081747,29.049546427,red,circle
41.193104821,29.049500812,red,circle
41.193144001,29.049480031,red,circle
41.193189408,29.049472832,red,circle
41.193229956,29.049474398,red,circle
41.193271457,29.049482789,red,circle
41.193313203,29.049494528,red,circle
41.193524959,29.04955994,red,circle
41.193647102,29.049609006,red,circle
41.193771046,29.049673552,red,circle
41.193817019,29.049693295,red,circle
41.19385625,29.049708844,red,circle
41.193945219,29.049740301,red,circle
41.194075062,29.049791086,red,circle
41.194157287,29.049828211,red,circle
41.194317597,29.049896998,red,circle
41.19439649,29.049926535,red,circle
41.194440077,29.049945407,red,circle
41.194481717,29.049978533,red,circle
41.194513058,29.050022952,red,circle
41.194533703,29.050070659,red,circle
41.19454231,29.050130147,red,circle
41.194539111,29.05018418,red,circle
41.194533859,29.05023965,red,circle
41.194521603,29.050300275,red,circle
41.194488677,29.050407266,red,circle
41.194475281,29.050458618,red,circle
41.194464108,29.050511091,red,circle
41.194444681,29.050636532,red,circle
41.194440985,29.05069904,red,circle
41.194434362,29.050756056,red,circle
41.194422525,29.05081425,red,circle
41.194413696,29.05087035,red,circle
41.19443537,29.050931952,red,circle
41.194466598,29.050974558,red,circle
41.194503994,29.051007462,red,circle
41.194542298,29.051034137,red,circle
41.194581783,29.051057976,red,circle
41.194536702,29.051071127,red,circle
41.194495989,29.05106403,red,circle
41.194452887,29.051050192,red,circle
41.194370216,29.05101615,red,circle
41.194291301,29.050986435,red,circle
41.194170193,29.050943563,red,circle
41.194105395,29.050923162,red,circle





41.194521352,29.050280223,blue,circle
41.194508717,29.050389646,blue,circle
41.194493158,29.050499262,blue,circle
41.19445535,29.050661051,blue,circle
41.19444479,29.050713861,blue,circle
41.194431438,29.050771711,blue,circle
41.194404108,29.050877646,blue,circle
41.194398011,29.050935746,blue,circle
41.194395934,29.050999157,blue,circle
41.194389414,29.051053855,blue,circle
41.194360432,29.0510934,blue,circle
41.194320243,29.051077651,blue,circle
41.19428765,29.051043487,blue,circle
41.194256476,29.050997493,blue,circle
41.194236967,29.050949521,blue,circle
41.194202654,29.050921254,blue,circle
41.194157767,29.050913611,blue,circle
41.194116602,29.050913157,blue,circle
41.194077837,29.050895754,blue,circle
41.194046722,29.050859466,blue,circle
41.194007981,29.050881098,blue,circle
41.194013447,29.050937744,blue,circle
41.194032855,29.050985329,blue,circle
41.194077969,29.050994184,blue,circle
41.19411612,29.05097475,blue,circle
41.194141159,29.050926281,blue,circle
41.194142442,29.050872567,blue,circle
41.194099408,29.050857484,blue,circle
41.194052115,29.050847917,blue,circle
41.194003327,29.050840514,blue,circle
41.193963099,29.050824555,blue,circle
41.193929298,29.050789096,blue,circle
41.193896044,29.050758469,blue,circle
41.193860782,29.050720304,blue,circle
41.193820763,29.05073329,blue,circle
41.193778303,29.050757125,blue,circle
41.193736109,29.050741866,blue,circle
41.19369761,29.050720097,blue,circle
41.193608323,29.05073441,blue,circle
41.193563243,29.05072498,blue,circle
41.193524312,29.050704398,blue,circle
41.193454406,29.0506316,blue,circle
41.193414037,29.050614654,blue,circle
41.193366211,29.050617477,blue,circle
41.193318127,29.050622854,blue,circle
41.193269761,29.050622757,blue,circle
41.193227013,29.050613876,blue,circle
41.193186175,29.050592546,blue,circle
41.193119339,29.050521929,blue,circle
41.193058735,29.050524489,blue,circle
41.192914728,29.050520133,blue,circle
41.192955979,29.05052942,blue,circle
41.193011715,29.0505322,blue,circle
41.193061257,29.050567857,blue,circle
41.193020877,29.050506066,blue,circle
41.192960703,29.050451855,blue,circle
41.193019811,29.050443414,blue,circle
41.192975234,29.05045057,blue,circle
41.192887546,29.050423091,blue,circle
41.192852272,29.050394409,blue,circle
41.1928156,29.050359241,blue,circle
41.192798308,29.050301562,blue,circle
41.1928047,29.050243245,blue,circle
41.192820349,29.050182345,blue,circle
41.192841934,29.050122031,blue,circle
41.192911253,29.049958656,blue,circle
41.192961178,29.049856723,blue,circle
41.193007855,29.049754596,blue,circle
41.193056112,29.049657897,blue,circle
41.193076726,29.04960751,blue,circle
41.193095469,29.049555614,blue,circle
41.193137051,29.049449108,blue,circle
41.193152884,29.049393027,blue,circle
41.193164168,29.049332593,blue,circle
41.193172127,29.049270094,blue,circle
41.193177596,29.049206591,blue,circle
41.193181331,29.049142621,blue,circle
41.193177709,29.049086943,blue,circle
41.193165039,29.049026473,blue,circle
41.19313008,29.048916449,blue,circle
41.193164741,29.048950144,blue,circle
41.193185401,29.048997814,blue,circle
41.193199682,29.049051404,blue,circle
41.1932062,29.04911107,blue,circle
41.193205375,29.049164779,blue,circle
41.193199752,29.049219971,blue,circle
41.193197205,29.04928281,blue,circle
41.193214139,29.049338877,blue,circle
41.193245204,29.049388474,blue,circle
41.193279416,29.049430297,blue,circle
41.193317284,29.049462358,blue,circle
41.193357912,29.04948532,blue,circle
41.193396776,29.049501937,blue,circle
41.193442456,29.049526569,blue,circle
41.193570643,29.049604611,blue,circle
41.193608098,29.049625117,blue,circle
41.19376859,29.049703978,blue,circle
41.193807876,29.049719276,blue,circle
41.193853657,29.049733453,blue,circle
41.193900137,29.049741036,blue,circle
41.193948156,29.049742397,blue,circle
41.194045098,29.049738432,blue,circle
41.19408592,29.049739565,blue,circle
41.194127652,29.049747658,blue,circle
41.194178685,29.049764776,blue,circle
41.194259311,29.049797472,blue,circle
41.194351594,29.049836974,blue,circle
41.194433252,29.049876742,blue,circle
41.194474328,29.049907074,blue,circle
41.194514399,29.049945675,blue,circle
41.194554361,29.049907493,blue,circle
41.194579623,29.049863518,blue,circle
41.194599722,29.049814766,blue,circle
41.194614932,29.049758131,blue,circle
41.194625803,29.049697477,blue,circle
41.194643222,29.049569074,blue,circle
41.194652633,29.049494313,blue,circle
41.194670899,29.049323149,blue,circle
41.194707787,29.049054085,blue,circle
41.19472647,29.048873835,blue,circle
41.194726805,29.048818942,blue,circle
