41.194521352,29.050280223,1642413600
41.194508717,29.050389646,1642413605
41.194493158,29.050499262,1642413610
41.19445535,29.050661051,1642413615
41.19444479,29.050713861,1642413620
41.194431438,29.050771711,1642413625
41.194404108,29.050877646,1642413630
41.194398011,29.050935746,1642413635
41.194395934,29.050999157,1642413640
41.194389414,29.051053855,1642413645
41.194360432,29.0510934,1642413650
41.194320243,29.051077651,1642413655
41.19428765,29.051043487,1642413660
41.194256476,29.050997493,1642413665
41.194236967,29.050949521,1642413670
41.194202654,29.050921254,1642413675
41.194157767,29.050913611,1642413680
41.194116602,29.050913157,1642413685
41.194077837,29.050895754,1642413690
41.194046722,29.050859466,1642413695
41.194007981,29.050881098,1642413700
41.194013447,29.050937744,1642413705
41.194032855,29.050985329,1642413710
41.194077969,29.050994184,1642413715
41.19411612,29.05097475,1642413720
41.194141159,29.050926281,1642413725
41.194142442,29.050872567,1642413730
41.194099408,29.050857484,1642413735
41.194052115,29.050847917,1642413740
41.194003327,29.050840514,1642413745
41.193963099,29.050824555,1642413750
41.193929298,29.050789096,1642413755
41.193896044,29.050758469,1642413760
41.193860782,29.050720304,1642413765
41.193820763,29.05073329,1642413770
41.193778303,29.050757125,1642413775
41.193736109,29.050741866,1642413780
41.19369761,29.050720097,1642413785
41.193608323,29.05073441,1642413790
41.193563243,29.05072498,1642413795
41.193524312,29.050704398,1642413800
41.193454406,29.0506316,1642413805
41.193414037,29.050614654,1642413810
41.193366211,29.050617477,1642413815
41.193318127,29.050622854,1642413820
41.193269761,29.050622757,1642413825
41.193227013,29.050613876,1642413830
41.193186175,29.050592546,1642413835
41.193119339,29.050521929,1642413840
41.193058735,29.050524489,1642413845
41.192914728,29.050520133,1642413850
41.192955979,29.05052942,1642413855
41.193011715,29.0505322,1642413860
41.193061257,29.050567857,1642413865
41.193020877,29.050506066,1642413870
41.192960703,29.050451855,1642413875
41.193019811,29.050443414,1642413880
41.192975234,29.05045057,1642413885
41.192887546,29.050423091,1642413890
41.192852272,29.050394409,1642413895
41.1928156,29.050359241,1642413900
41.192798308,29.050301562,1642413905
41.1928047,29.050243245,1642413910
41.192820349,29.050182345,1642413915
41.192841934,29.050122031,1642413920
41.192911253,29.049958656,1642413925
41.192961178,29.049856723,1642413930
41.193007855,29.049754596,1642413935
41.193056112,29.049657897,1642413940
41.193076726,29.04960751,1642413945
41.193095469,29.049555614,1642413950
41.193137051,29.049449108,1642413955
41.193152884,29.049393027,1642413960
41.193164168,29.049332593,1642413965
41.193172127,29.049270094,1642413970
41.193177596,29.049206591,1642413975
41.193181331,29.049142621,1642413980
41.193177709,29.049086943,1642413985
41.193165039,29.049026473,1642413990
41.19313008,29.048916449,1642413995
41.193164741,29.048950144,1642414000
41.193185401,29.048997814,1642414005
41.193199682,29.049051404,1642414010
41.1932062,29.04911107,1642414015
41.193205375,29.049164779,1642414020
41.193199752,29.049219971,1642414025
41.193197205,29.04928281,1642414030
41.193214139,29.049338877,1642414035
41.193245204,29.049388474,1642414040
41.193279416,29.049430297,1642414045
41.193317284,29.049462358,1642414050
41.193357912,29.04948532,1642414055
41.193396776,29.049501937,1642414060
41.193442456,29.049526569,1642414065
41.193570643,29.049604611,1642414070
41.193608098,29.049625117,1642414075
41.19376859,29.049703978,1642414080
41.193807876,29.049719276,1642414085
41.193853657,29.049733453,1642414090
41.193900137,29.049741036,1642414095
41.193948156,29.049742397,1642414100
41.194045098,29.049738432,1642414105
41.19408592,29.049739565,1642414110
41.194127652,29.049747658,1642414115
41.194178685,29.049764776,1642414120
41.194259311,29.049797472,1642414125
41.194351594,29.049836974,1642414130
41.194433252,29.049876742,1642414135
41.194474328,29.049907074,1642414140
41.194514399,29.049945675,1642414145
41.194554361,29.049907493,1642414150
41.194579623,29.049863518,1642414155
41.194599722,29.049814766,1642414160
41.194614932,29.049758131,1642414165
41.194625803,29.049697477,1642414170
41.194643222,29.049569074,1642414175
41.194652633,29.049494313,1642414180
41.194670899,29.049323149,1642414185
41.194707787,29.049054085,1642414190
41.19472647,29.048873835,1642414195
41.194726805,29.048818942,1642414200
41.194709935,29.048768215,1642414205
41.194681902,29.04872614,1642414210
41.19464181,29.04869865,1642414215
41.194597993,29.048680185,1642414220
41.194552786,29.048668575,1642414225
41.194511877,29.048663126,1642414230
41.19447004,29.048652097,1642414235
41.194427866,29.048652653,1642414240
41.194397367,29.048689565,1642414245
41.194377505,29.048738846,1642414250
41.194345225,29.048841746,1642414255
41.194326914,29.048915819,1642414260
