41.19136465,29.050012002,1642413600
41.191402953,29.050055829,1642413605
41.191545518,29.050210346,1642413610
41.191579249,29.05024362,1642413615
41.191657379,29.050313331,1642413620
41.191699076,29.050340567,1642413625
41.191738853,29.050363724,1642413630
41.191819301,29.050418212,1642413635
41.191856889,29.050437889,1642413640
41.191936401,29.050474578,1642413645
41.191990698,29.050494809,1642413650
41.192030644,29.050507612,1642413655
41.192075942,29.050519034,1642413660
41.192123638,29.05052189,1642413665
41.192212476,29.050520332,1642413670
41.192255312,29.050517061,1642413675
41.192298561,29.050493609,1642413680
41.192336078,29.050462801,1642413685
41.192375861,29.050423174,1642413690
41.192439689,29.050346788,1642413695
41.192480149,29.050325655,1642413700
41.192523773,29.050332809,1642413705
41.192562261,29.050353256,1642413710
41.192603534,29.050392115,1642413715
41.192638555,29.050430806,1642413720
41.192671873,29.05047221,1642413725
41.192718602,29.050479115,1642413730
41.192759201,29.050458617,1642413735
41.192802002,29.050451838,1642413740
41.192842932,29.050454533,1642413745
41.192886035,29.050466762,1642413750
41.192967658,29.050494466,1642413755
41.193008844,29.050512197,1642413760
41.193093499,29.050551305,1642413765
41.193182895,29.050603093,1642413770
41.193220811,29.05062204,1642413775
41.193298548,29.05065597,1642413780
41.193344684,29.050669288,1642413785
41.193651521,29.050733307,1642413790
41.193732589,29.05075249,1642413795
41.193774224,29.050766536,1642413800
41.193894764,29.050812525,1642413805
41.193934717,29.050825713,1642413810
41.194023283,29.050848682,1642413815
41.194068863,29.050867533,1642413820
41.194114268,29.050895058,1642413825
41.194203151,29.050959224,1642413830
41.194242171,29.050984374,1642413835
41.19428163,29.051008466,1642413840
41.194399874,29.051071353,1642413845
41.194440513,29.051091851,1642413850
41.194517911,29.051126631,1642413855
41.194605809,29.051152565,1642413860
41.194696587,29.051186305,1642413865
41.194734963,29.051208764,1642413870
41.194770376,29.051237335,1642413875
41.194803302,29.051276801,1642413880
41.194828674,29.051328412,1642413885
41.194842256,29.051389117,1642413890
41.194850434,29.051451467,1642413895
41.194856198,29.051514871,1642413900
41.194859647,29.051589144,1642413905
41.194858898,29.05164302,1642413910
41.194855376,29.051707835,1642413915
41.194849577,29.051772515,1642413920
41.194811764,29.052053672,1642413925
41.194771181,29.052321835,1642413930
41.194743505,29.052492645,1642413935
41.194726742,29.052673497,1642413940
41.194718011,29.052855806,1642413945
41.194708843,29.052973697,1642413950
41.194705676,29.053037781,1642413955
41.194701301,29.053093064,1642413960
41.194688041,29.053211721,1642413965
41.194680637,29.053265527,1642413970
41.194665586,29.053329299,1642413975
41.194641861,29.053380273,1642413980
41.194605777,29.053427192,1642413985
41.194565458,29.053460103,1642413990
41.194526618,29.05347515,1642413995
41.194480397,29.05348302,1642414000
41.194432275,29.053488097,1642414005
41.194295126,29.053490206,1642414010
41.194254404,29.053494545,1642414015
41.194213706,29.053501154,1642414020
41.194043689,29.053539355,1642414025
41.193995048,29.053548368,1642414030
41.193858844,29.053570073,1642414035
41.19381067,29.053574682,1642414040
41.19376245,29.053576574,1642414045
41.193713699,29.053575052,1642414050
41.193664827,29.053570507,1642414055
41.193615994,29.053563934,1642414060
41.193487144,29.053539122,1642414065
41.193390913,29.053529083,1642414070
41.193302208,29.053525309,1642414075
41.193261403,29.053526953,1642414080
41.193156577,29.053539643,1642414085
41.192946134,29.05357561,1642414090
41.192898187,29.053581895,1642414095
41.192842095,29.053582896,1642414100
41.19266413,29.053575598,1642414105
41.192615881,29.053571639,1642414110
41.19252666,29.053557491,1642414115
41.192437872,29.053546489,1642414120
41.192389732,29.053541548,1642414125
41.192349353,29.053541792,1642414130
41.192307683,29.053548137,1642414135
41.192267049,29.053556771,1642414140
41.192225111,29.053568247,1642414145
41.192183356,29.053582776,1642414150
41.192021707,29.053646341,1642414155
41.191859818,29.053719605,1642414160
41.191740746,29.053761623,1642414165
41.19169749,29.053780435,1642414170
41.191654206,29.053802235,1642414175
41.191574225,29.053847638,1642414180
41.191535515,29.053872324,1642414185
41.191495196,29.053904629,1642414190
41.191452472,29.05391635,1642414195
41.191412794,29.053900991,1642414200
41.191373857,29.053864132,1642414205
41.191344496,29.053813836,1642414210
41.19132202,29.053765602,1642414215
41.191301117,29.053710123,1642414220
41.191283191,29.053657515,1642414225
41.191268449,29.053607363,1642414230
41.191255536,29.053555884,1642414235
41.191245805,29.053497004,1642414240
41.19123918,29.053443052,1642414245
41.191233857,29.053380627,1642414250
41.191236335,29.053325925,1642414255
41.19124327,29.053270241,1642414260
41.191287938,29.053051574,1642414265
41.191301719,29.052996904,1642414270
41.191325726,29.05288952,1642414275
41.191342175,29.05283197,1642414280
41.19139141,29.052671474,1642414285
41.191478664,29.05240239,1642414290
41.191495272,29.052349005,1642414295
41.191512038,29.052288982,1642414300
41.191526376,29.052234515,1642414305
41.191550609,29.052119853,1642414310
41.19156511,29.052062074,1642414315
41.191605941,29.051901366,1642414320
41.191623897,29.051844438,1642414325
41.191646334,29.051784488,1642414330
41.191668946,29.051733851,1642414335
41.191698138,29.051677371,1642414340
41.1917558,29.051573751,1642414345
41.191785229,29.05152759,1642414350
41.191850273,29.051431561,1642414355
41.19187969,29.0513836,1642414360
41.191903267,29.05133705,1642414365
41.191927885,29.051279492,1642414370
41.191947384,29.051222473,1642414375
41.191961808,29.051164783,1642414380
41.191969696,29.051104821,1642414385
41.191971423,29.051041961,1642414390
41.191963811,29.050989025,1642414395
41.191938748,29.050946267,1642414400
41.191902916,29.050913536,1642414405
41.191863148,29.050880078,1642414410
41.191819033,29.05084857,1642414415
41.191781043,29.050818571,1642414420
41.191704823,29.050750342,1642414425
41.191669251,29.050713147,1642414430
41.191631928,29.050680379,1642414435
41.191544702,29.050622831,1642414440
41.191503243,29.050593363,1642414445
41.191423852,29.05053635,1642414450
41.191382542,29.050502357,1642414455
41.191345917,29.050467032,1642414460
41.191311217,29.05042796,1642414465
41.191278593,29.05038607,1642414470
41.191255357,29.050337307,1642414475
41.191251113,29.050280221,1642414480
41.191255647,29.050224326,1642414485
41.191266944,29.050163339,1642414490
41.191288826,29.050116029,1642414495
41.191319701,29.050078403,1642414500
41.191370594,29.050051074,1642414505
41.191390418,29.050042677,1642414510
